03月13日08:02,来自HUAWEIP30,这是冰冰yer,#每天啥都不想干怎么办#摆起来了我要睡觉,"['[抓狂]', '[抓狂]', '[抓狂]']",5958606714,LjuR5vzJ1
03月13日07:31,来自iPhone客户端,路深鹿,#每天啥都不想干怎么办#郁金香种花，等发芽开花，拍照记录2长沙,['[爱你]'],5068828421,LjuEOjjGh
03月13日03:19,来自OPPOReno45G,给爷早起去读书,#每天啥都不想干怎么办#嘻嘻,[],6705067999,Ljt0xAQUn
03月13日02:07,来自微博国际版,-CrushCate-,#每天啥都不想干怎么办#请问这是专门为我建的词条吗,['[开学季]'],6487944985,Ljsxb9Ty2
03月13日01:27,来自iPhone客户端,用户7499131099,八字里食神格和伤官格的人也容易招小人的，因为这类人往往嘴快，大嘴巴，碎嘴，说话不经过大脑思考。所以这类人在职场是被小人坑死的，虽然这类人智商很高，但聪明过头就是愚蠢。清晨的粥，比深夜的酒好喝，骗你的人，比爱你的人会说。嘴，只有装哑才不惹祸，眼，只有装瞎才不流泪，人，只有装傻才会轻展开c,[],7499131099,LjsgMmvV4
03月13日00:56,来自iPhone客户端,skiponies,#每天啥都不想干怎么办#开摆,[],5767662922,Ljs4d7F2S
03月12日23:59,来自iPhone客户端,开原耶,#每天啥都不想干怎么办#谁在偷窥我,['[抓狂]'],6475407941,LjrHdkpeQ
03月12日23:48,来自Android,小Y今天不发疯,#每天啥都不想干怎么办#天天摆烂,['[开学季]'],7558025959,LjrCRhRh8
03月12日23:41,来自绿绿的iPhone12(绿色),美好事物_2022,#每天啥都不想干怎么办#我也不知道怎么办,[],5888984713,LjrzO9UvV
03月12日23:33,来自HUAWEIP30Pro,清朗的世界,#每天啥都不想干怎么办#总是觉得好困一样，我觉得可能是亚健康，运动太少了。,[],1404877862,LjrwHcvQp
03月12日23:23,来自iPhone客户端,刘百万是我的崽,文字背景图#每天啥都不想干怎么办##朋友圈文案##情侣头像#L刘百万是我的崽的微博视频,[],7213846719,LjrspvjR5
03月12日22:58,来自小米10,斜阳白赶-趟,#每天啥都不想干怎么办#那就躺着呗继续过我咸鱼的一生2香港,[],7203200560,Ljriz6Jbt
03月12日22:58,来自iPhone客户端,爱练武术的哲学家,#每天啥都不想干怎么办#找手机里推荐的游戏玩,[],5633618679,Ljrim7KbV
03月12日22:50,来自微博国际版,MagicLuluxiYa,#每天啥都不想干怎么办#不怎么办，那就瘫着，啥都不干！,[],6692572078,Ljrfn6QwH
03月12日22:43,来自vivoZ5全面实力派,就这样抱着你,#每天啥都不想干怎么办#啥都不想干得时候看看微信余额，看看花呗账单（银行卡都用不着）会逼着自己硬干的,[],2448236671,Ljrch2Guf
发表时间,信息,用户名,内容,用到表情,uid,weibo_id
03月10日14:35,,人间投影仪,那就摆烂#每天啥都不想干怎么办##成长有态度#,[],5818574750,Lj59qf0nV
03月12日17:18,来自iPhone客户端,我是凉斤斤,哈哈哈哈哈哈哈哈哈嗝…#每天啥都不想干怎么办#L我是凉斤斤的微博视频,[],6974320062,Ljp4ldWXu
03月12日15:25,来自亓昊楠Android,故宫古钟表修复师,现代钟表工艺制品，音乐转花钟。#坚持做长期正确的事##工作带来的疲倦感如何缓解##我就是玩##每天啥都不想干怎么办#2北京L故宫古钟表修复师的微博视频,[],2286387247,LjokxhGBT
03月11日15:18,来自每日一善超话,刘语丝Angela,#每天啥都不想干怎么办#不想干就不干。但有个大前提——权衡好利弊，百分百确定自己能承受最差结果。如果每天什么都不干，内心还能圆融，自洽，和谐，自在，不焦虑，不与外人比较，不否定、攻击自己，不觉得自己活得没价值，没意义……那当然可以什么都不干了。若真能做到，那恰恰说明，你的内心展开c,[],2395855922,LjeRp0cJI
03月13日16:04,来自摸鱼专用的iPhone12Pro(海蓝色),五道口校霸,#每天啥都不想干怎么办#也不是不想干吧，就是觉得我也是第一次来，凭什么啥都按照你说的剧本来做想干还是不想干主要看干啥，你找我干活，对不起我不想；你请我吃饭，半夜12点我都去；这就是人情世故，你白嫖我劳动力是事故，请我吃饭是人情热爱生活最好的样子，不是今天进行了多少无展开c,"['[doge]', '[吃瓜]']",1217028764,Ljy0W7IPR
03月11日14:06,来自猫的Android,咖啡布偶猫,#每天啥都不想干怎么办#拖延症，想的太多，干的太少，无限焦虑内耗，还有的就是要做的事情太多，需要别人配合，又没有太明确的进度规划，索性就拖着了，反正一个人干不完。还有就是身体精力跟不上，头脑飞快奔跑，但是肉体动弹一下都累，吃饭都恨不得顿顿外卖，觉得工作累，和别人说话累，拿起笔累展开c,[],1320230954,LjenQAWPc
03月10日17:38,,Tn呆小云,#每天啥都不想干怎么办#其实你并不是什么都不想干，而是有好多事情想做，却又不知道从什么地方开始，就算开始也因为在短期内看不到结果就不想开始，或是就算开始了，一时半会也做不完……于是就算是不刷短视频，不玩游戏，不刷微博……就望着漆黑的手机屏幕神游万里，也不想着手做正事，因为你有太展开c,[],6577173160,Lj6lI8t6O
03月09日10:33,来自微博weibo.com,小舒冉冉不轻易放弃,#每天啥都不想干怎么办#1，不得不说，“每天什么都不想做，只想躺着待着，刷手机”这种情况很正常——建议你可以命令自己每天必须躺着刷手机4小时，少一分钟都不行；如果你还觉得不过瘾，你可以命令自己每天刷满8小时，上午4小时，下午4小时，晚上再加班刷2小时（我不是在开玩笑），不过一旦制定了时展开c,[],6072765065,LiU8CC2wz
03月31日23:07,,小烊烊啦,根本不想学习了#每天啥都不想干怎么办#,[],7270984155,LmktIfE0F
03月30日17:00,来自新版微博weibo.com,中国银联,#每天啥都不想干怎么办#监控拆掉，正在侧躺着给手机充电盯着屏幕傻笑的扣个1~阿联猜会有_____朵银耳#银耳碎碎念#,['[doge]'],1834790094,Lm8DUbXiF
03月30日10:30,来自微博weibo.com,中国银联95516,#62闲话铺##每天啥都不想干怎么办#人生无常，大肠包小肠，不如我们躺平吧开玩笑开玩笑，大家在休息日一般会做些什么呢~,['[揣手]'],2087764093,Lm65AcHZJ
03月29日12:02,来自iPhone客户端,牙医姜原,病例54.前牙邻面龋#补牙##每天啥都不想干怎么办#侧切牙根尖有阴影2赣州,[],6241119989,LlXgOtCEq
03月29日11:45,来自微博搜索,有病早点看医生,#每天啥都不想干怎么办#这种情况我也还是比较焦虑，最近想了个法子，背书。然后发现真背不了多少。适合不想用脑，不知道做啥，又不想脑子完全废掉。,[],1463626892,LlX9LrGi7
03月27日19:03,来自iPhone客户端,王益达wdd,#校园生活##日常碎片plog##生活碎片##每天啥都不想干怎么办#校园生活2宿迁·宿迁学院,[],5312576399,LlHaq0Azi
03月26日18:33,来自Android,王叮叮和王怼怼的日常,#每天啥都不想干怎么办#不如摆烂~,[],5890508719,LlxxHcbMY
03月26日16:06,来自iPhone客户端,小燕子尘烟,被这钢筋混凝土的城市困住了……#每天啥都不想干怎么办#,[],6342538697,LlwA7c6vi
03月26日15:30,来自OPPOReno65G,乞活·,#每天啥都不想干怎么办#不想干不想干不想,[],7735508553,Llwlp02ls
03月26日12:15,来自咖啡时间超话,庄小贪,咖啡时间月薪低于三千的我，除了穷开心，还能怎么样呢？#月薪三千应该感到满足吗##手冲咖啡##每天啥都不想干怎么办#2北京,[],1492699664,Llv4xtpis
03月23日22:21,来自iPhone客户端,zozo圣地,#每天啥都不想干怎么办##live#2大连·大连海事大学,[],6601621406,Ll6KPcBof
03月23日11:11,来自吃不胖的Android,玩物x艾克斯,“在你力能所及的范围活的尽兴一点”#每天啥都不想干怎么办##年轻人为什么睡不好#2兰州,[],3135347071,Ll2n1BDS0
03月22日23:55,,小烊烊啦,月亮不睡我不睡我是秃头小宝贝#这届年轻人为什么睡不着##每天啥都不想干怎么办#,[],7270984155,LkXWmCww5
03月20日00:09,来自微博视频号,葱油饼不带葱,布加迪威龙，听说你有个110限量10台，要不要送我一辆？#拯救不开心##每天啥都不想干怎么办##你手机里最后一张照片是什么#L葱油饼不带葱的微博视频,[],1747583281,LkvKSr6tp
03月19日21:41,来自iPhone客户端,牙医姜原,病例53.窝沟龋#补牙##每天啥都不想干怎么办#2赣州,[],6241119989,LkuMGolkl
03月19日18:23,来自新版微博weibo.com,号1628637282627276,关于在#潭州教育#线上学习的感受与思考。说实话，这个课程还挺适合我这种上班族的，想什么时候学就什么时候学，一转眼居然已经坚持学习快一周了，原来下班后的时间也可以如此充实呢！#每天啥都不想干怎么办#,[],6449266194,Lktuty8n5
03月19日13:39,来自新版微博weibo.com,妧妧525,#每天啥都不想干怎么办#虽然原画学习有一定的难度，但是在#潭州教育#讲师的带领下，我有信心学好它。,[],1805450593,LkrD4xGFz
03月19日10:36,来自nova7Pro你在焦点在,一直吃到瘦,封校日常#每天啥都不想干怎么办#,[],7066398829,LkqqSyRd4
03月18日23:30,来自iPhone客户端,王益达wdd,封校日记今天的核酸，羽毛球，钢琴课#每天啥都不想干怎么办##日常碎片plog##生活碎片#2宿迁·宿迁学院,[],5312576399,Lkm4t0KBI
03月18日21:01,来自摄影超话,路深鹿,#每天啥都不想干怎么办#路过数码配件，想买一个相机读卡器我：老板，有读卡器吗？老板：我找找，嗯……还有一个，你要吗？我：要，老板多少钱？老板：80元我：？？这么贵了？刚说完～老板：15给你了我：你说多少？老板：15我：是15吗？老板：是的，扫码在桌上……,"['[允悲]', '[允悲]']",5068828421,Lkl64a1Ny
03月18日16:36,来自微博weibo.com,科龙空调,#每天啥都不想干怎么办#也许不是你的锅，是空气的错！当空气中二氧化碳浓度超标时，人体会感觉浑身乏力、精神不振，#科龙增氧新风空调KL#急速新风系统，将室内混浊空气排出，不断引进新鲜空气，保障家人呼吸健康，关窗也能享受新鲜空气！#年轻就要潮出色#,"['[费解]', '[裂开]', '[微风]', '[打call]']",1902734354,LkjmbrJ1T
03月18日14:19,来自新版微博weibo.com,任小重520,#每天啥都不想干怎么办#平时在家手机玩多了，整个人都是废材，突然一搞学习，还有点不适应呢，但是结果是好的就行。第一次下定决心学习绘画之后，真的感谢#潭州教育#给我的改变，让我从一个无所事事的人变成一个会画画而且努力上进的人！如果平时在家无聊的话也来潭州教育学习一下吧！展开c,[],5297152698,LkisFenRv
03月18日13:25,来自OPPOReno65G,连一句敷衍也不给我么,#每天啥都不想干怎么办#是呀我现在越来越懒了尤其是在在家里什么都不想干怎么办呢,[],7542760375,Lki6Yq8D6
03月17日17:02,,退役赖床选手,#每天啥都不想干怎么办#,[],5977668816,Lka6geet9
03月17日11:58,来自RedmiK20Pro尊享版,葱油饼不带葱,【西葫芦酿肉】材料：西葫芦1根、猪肉200克、鸡蛋2个、盐适量、胡萝卜1段、葱1段、姜1片、料酒1/2汤匙、生抽1汤匙、胡椒粉1茶匙、做法：1.准备好所需材料，西葫芦洗净，胡萝卜去皮洗净。2.将猪肉剁成肉泥。3.将猪肉泥放在大碗中，加入葱末，姜末，胡椒粉，料酒，盐搅拌均匀待用。4.将西葫芦切展开c,[],1747583281,Lk86Wq2Sb
03月17日04:14,来自点评,我真的没想好_,#每天啥都不想干怎么办#比如我现在就不想睡觉,[],7455872298,Lk54Fj128
03月16日23:23,来自HUAWEIMate40,木你嘿,#每天啥都不想干怎么办#《当耙耙柑遇见耙耙柑》,[],6343189641,Lk3azyAcZ
03月16日11:43,,沐森君,#每天啥都不想干怎么办#印太多的人容易有拖延症，想的太多，干的太少，无限焦虑内耗，还有的就是要做的事情太多，需要别人配合，又没有太明确的进度规划，索性就拖着了，反正一个人干不完。身体精力跟不上，头脑飞快奔跑，印多缺乏财官的人行动力差。身体容易累，只能干轻活，但查不出来具体病，就展开c,[],6758365451,LjYAs9byo
03月16日07:59,来自RedmiK20Pro尊享版,葱油饼不带葱,荞面蒸卷把和好的荞面擀成小长条状，放入油、葱沫、盐、花椒沫、层层叠起，再擀成薄厚均匀的长条状，放入锅内用文火烙成两面金黄色，鼓起即熟，入口酥脆，五香味全。#每天啥都不想干怎么办##厨艺教程##创意美食#,[],1747583281,LjX7t9gBs
03月16日07:59,来自RedmiK20Pro尊享版,葱油饼不带葱,拨面虽与面条大体相同，但做法不同。面条是和面擀薄用刀切，而拨面时用的刀是两端各有一柄，面板一尺多宽、二尺多长。切面时用腹部将面板顺着挤在锅沿处，把面剂子擀薄后，两手握两端刀饼快速挤切，边切边拨入锅内煮熟，由于作法特殊，因此，制作出的食品另有一种风味。#每天啥都不想干怎么办#展开c,[],1747583281,LjX7mqTLv
03月16日07:54,,有梦不觉累阿,#每天啥都不想干怎么办#3月16日多云18～27℃早上好，摸鱼人！【昨日总结】早上起来收拾完就去面试了，然而走错了地方，人家在一区我走到了三区招聘上写的5-8k人家最多给5k，就他妈离谱！起床今天有两个面试，收拾收拾出发距离本周周末还有3天距离清明节假期还有18天距离劳展开c,"['[笑而不语]', '[酷]']",5363726292,LjX5BoIKC
03月16日00:04,来自RedmiK20Pro尊享版,葱油饼不带葱,简单凉粉　　食材：50g玉米淀粉、适量油、适量盐、适量芝麻油、适量蒜、1个红辣椒、适量香菜、适量醋、适量生抽、适量凉开水。　　做法：　　1、玉米淀粉放碗里；　　2、加适量水，搅拌成淀粉糊糊；　　3、锅内放200毫升水，烧开，下淀粉糊糊下去搅拌；　　4、搅拌好的凉粉放碗里用勺子压展开c,[],1747583281,LjU0CmR24
03月15日22:47,来自iPhone客户端,R余温O,日落#每天啥都不想干怎么办#,[],6972467183,LjTvBi3LO
03月15日16:29,转赞人数超过100来自iPhoneXSMax,二宫占星,女人财富最大的阻碍是恐惧和焦虑，把事情都聚集在自己身上，让浑身都紧绷劳累。女人的财富是吸引来的，抓住重点，其余的都分出去。抓得越紧，财富越少。#每天啥都不想干怎么办#,[],7411346650,LjQ1CyFLP
